SubTask,Difficulty,ExampleType,InputMode,ModelFamiliy,ModelName,Accuracy
node_depth,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,9.09
node_depth,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,12.12
node_depth,medium,OneShot,edge,THUDM,glm-4-9b-chat,34.72
node_depth,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,8.33
node_depth,hard,OneShot,edge,THUDM,glm-4-9b-chat,20.83
node_depth,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,11.11
node_depth,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,16.67
node_depth,medium,FewShot,edge,THUDM,glm-4-9b-chat,25
node_depth,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,11.11
node_depth,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,18.06
node_depth,easy,OneShot,edge,THUDM,glm-4-9b-chat,21.21
node_depth,hard,FewShot,edge,THUDM,glm-4-9b-chat,16.67
node_depth,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,25
node_depth,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,12.12
node_depth,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,21.21
node_depth,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,22.22
node_depth,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,15.15
node_depth,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,11.11
node_depth,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,11.11
node_depth,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,18.06
node_depth,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,22.22
node_depth,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,18.06
node_depth,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,21.21
node_depth,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,15.28
node_depth,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,21.21
node_depth,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,29.17
node_depth,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,13.89
node_depth,easy,ZeroShot,edge,openai,gpt-4-turbo,12.12
node_depth,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,13.89
node_depth,hard,ZeroShot,edge,openai,gpt-4-turbo,16.67
node_depth,medium,ZeroShot,edge,openai,gpt-4-turbo,15.28
node_depth,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,9.09
node_depth,easy,ZeroShot,edge,deepseek,deepseek-v3,9.09
node_depth,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,12.5
node_depth,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,16.67
node_depth,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,9.09
node_depth,medium,ZeroShot,edge,deepseek,deepseek-v3,16.67
node_depth,hard,ZeroShot,edge,deepseek,deepseek-v3,13.89
node_depth,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,36.11
node_depth,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,33.33
node_depth,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,36.36
node_depth,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,24.24
node_depth,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,43.06
node_depth,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,15.15
node_depth,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,36.11
node_depth,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,25
node_depth,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,33.33
node_depth,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,33.33
node_depth,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,19.44
node_depth,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,47.22
node_depth,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,26.39
node_depth,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,30.3
node_depth,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,44.44
node_depth,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,39.39
node_depth,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,26.39
node_depth,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,29.17
node_depth,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,3.03
node_depth,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,8.33
node_depth,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,16.67
node_depth,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,13.89
node_depth,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,9.09
node_depth,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,8.33
node_depth,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
node_depth,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.94
node_depth,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,15.28
node_depth,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,9.72
node_depth,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,24.24
node_depth,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
node_depth,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
node_depth,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,12.5
node_depth,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
node_depth,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,19.44
node_depth,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,20.83
node_depth,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
node_depth,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
node_depth,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.06
node_depth,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
node_depth,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
node_depth,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.06
node_depth,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,3.03
node_depth,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,3.03
node_depth,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,9.72
node_depth,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,16.67
node_depth,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,8.33
node_depth,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,12.5
node_depth,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,9.09
node_depth,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,15.15
node_depth,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,13.89
node_depth,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,22.22
node_depth,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,9.09
node_depth,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,25
node_depth,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,12.5
node_depth,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,27.27
node_depth,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,19.44
node_depth,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,21.21
node_depth,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,26.39
node_depth,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,16.67
node_depth,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,12.5
node_depth,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,21.21
node_depth,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,23.61
node_depth,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,15.15
node_depth,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,19.44
node_depth,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,19.44
node_depth,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,12.5
node_depth,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,31.94
node_depth,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,18.18
node_depth,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,24.24
node_depth,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,25
node_depth,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,19.44
node_depth,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,16.67
node_depth,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,20.83
node_depth,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,12.12
node_depth,hard,ZeroShot,edge,openai,gpt-3.5-turbo,12.5
node_depth,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,22.22
node_depth,easy,ZeroShot,edge,openai,gpt-3.5-turbo,21.21
node_depth,medium,ZeroShot,edge,openai,gpt-3.5-turbo,16.67
node_depth,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,24.24
node_depth,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,23.61
node_depth,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,16.67
node_depth,hard,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,18.06
node_depth,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,11.11
node_depth,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,18.18
node_depth,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,13.89
node_depth,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,18.06
node_depth,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,16.67
node_depth,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,9.72
node_depth,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,9.09
node_depth,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,9.09
node_depth,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,3.03
node_depth,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,8.33
node_depth,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,22.22
node_depth,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,21.21
node_depth,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,22.22
node_depth,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,18.18
node_depth,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,19.44
node_depth,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,12.12
node_depth,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,33.33
node_depth,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,25
node_depth,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,22.22
node_depth,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,12.12
node_depth,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,23.61
node_depth,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,22.22
node_depth,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,13.89
node_depth,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,12.5
node_depth,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,26.39
node_depth,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,20.83
node_depth,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,42.42
node_depth,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,25
node_depth,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,45.45
node_depth,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,31.94
node_depth,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,30.56
node_depth,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,41.67
node_depth,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,24.24
node_depth,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,36.36
node_depth,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,40.28
node_depth,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,31.94
node_depth,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,33.33
node_depth,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,40.28
node_depth,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,36.36
node_depth,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,37.5
node_depth,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,44.44
node_depth,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,29.17
node_depth,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,31.94
node_depth,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,39.39
node_depth,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,12.5
node_depth,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,15.28
node_depth,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,9.09
node_depth,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,15.28
node_depth,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,11.11
node_depth,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,12.12
node_depth,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,30.3
node_depth,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,22.22
node_depth,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,22.22
node_depth,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,24.24
node_depth,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,23.61
node_depth,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,20.83
node_depth,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,30.56
node_depth,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,29.17
node_depth,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,30.56
node_depth,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,27.27
node_depth,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,20.83
node_depth,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,15.15
node_depth,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,31.94
node_depth,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,20.83
node_depth,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,24.24
node_depth,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,29.17
node_depth,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,27.27
node_depth,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,16.67
node_depth,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,25
node_depth,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,25
node_depth,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,39.39
node_depth,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,20.83
node_depth,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.18
node_depth,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,13.89
node_depth,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,27.78
node_depth,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,19.44
node_depth,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.18
node_depth,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,25
node_depth,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,24.24
node_depth,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,26.39
node_depth,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,15.15
node_depth,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,23.61
node_depth,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,15.28
node_depth,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,21.21
node_depth,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,15.28
node_depth,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
common_ancestor,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,2.78
common_ancestor,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
common_ancestor,hard,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,1.39
common_ancestor,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,6.06
common_ancestor,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,2.78
common_ancestor,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,6.06
common_ancestor,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,20.83
common_ancestor,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,61.11
common_ancestor,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,54.55
common_ancestor,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,73.61
common_ancestor,easy,FewShot,edge,THUDM,glm-4-9b-chat,72.73
common_ancestor,easy,OneShot,edge,THUDM,glm-4-9b-chat,42.42
common_ancestor,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,75.76
common_ancestor,medium,FewShot,edge,THUDM,glm-4-9b-chat,69.44
common_ancestor,hard,FewShot,edge,THUDM,glm-4-9b-chat,58.33
common_ancestor,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,33.33
common_ancestor,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,66.67
common_ancestor,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,47.22
common_ancestor,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,41.67
common_ancestor,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,69.7
common_ancestor,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,51.39
common_ancestor,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,33.33
common_ancestor,medium,OneShot,edge,THUDM,glm-4-9b-chat,41.67
common_ancestor,hard,OneShot,edge,THUDM,glm-4-9b-chat,41.67
common_ancestor,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,69.44
common_ancestor,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,59.72
common_ancestor,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,69.7
common_ancestor,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,61.11
common_ancestor,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,75.76
common_ancestor,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,51.39
common_ancestor,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,31.94
common_ancestor,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,36.36
common_ancestor,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,40.28
common_ancestor,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,43.06
common_ancestor,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,51.52
common_ancestor,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,27.78
common_ancestor,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,97.22
common_ancestor,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,96.97
common_ancestor,hard,ZeroShot,edge,openai,gpt-4-turbo,79.17
common_ancestor,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,87.5
common_ancestor,medium,ZeroShot,edge,openai,gpt-4-turbo,86.11
common_ancestor,easy,ZeroShot,edge,openai,gpt-4-turbo,87.88
common_ancestor,easy,ZeroShot,edge,deepseek,deepseek-v3,87.88
common_ancestor,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,98.61
common_ancestor,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,93.94
common_ancestor,medium,ZeroShot,edge,deepseek,deepseek-v3,94.44
common_ancestor,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,87.5
common_ancestor,hard,ZeroShot,edge,deepseek,deepseek-v3,90.28
common_ancestor,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,15.15
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,16.67
common_ancestor,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.94
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,21.21
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,24.24
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,13.89
common_ancestor,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,4.17
common_ancestor,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,11.11
common_ancestor,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,9.09
common_ancestor,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,27.27
common_ancestor,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,5.56
common_ancestor,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.94
common_ancestor,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
common_ancestor,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,12.5
common_ancestor,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,15.15
common_ancestor,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,8.33
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,73.61
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,84.72
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,78.79
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,63.89
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,87.88
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,75
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,62.5
common_ancestor,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,37.5
common_ancestor,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
common_ancestor,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,15.15
common_ancestor,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,66.67
common_ancestor,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,59.72
common_ancestor,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
common_ancestor,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
common_ancestor,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
common_ancestor,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,43.06
common_ancestor,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
common_ancestor,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
common_ancestor,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,63.64
common_ancestor,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.06
common_ancestor,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
common_ancestor,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,3.03
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,93.06
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,93.94
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,77.78
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,70.83
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,88.89
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
common_ancestor,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,66.67
common_ancestor,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,75.76
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,54.17
common_ancestor,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,44.44
common_ancestor,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,63.64
common_ancestor,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,50
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,51.52
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,41.67
common_ancestor,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,62.5
common_ancestor,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,61.11
common_ancestor,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,57.58
common_ancestor,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,54.17
common_ancestor,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,50
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,60.61
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,38.89
